attendance_id,student_id,subject_id,total_classes,classes_attended,attendance_percentage
277,STU0163,EC301,60,47,78.33
278,STU0163,EC302,60,47,78.33
279,STU0875,EC301,60,47,78.33
280,STU0875,EC302,60,47,78.33
281,STU0171,EC301,60,47,78.33
282,STU0171,EC302,60,47,78.33
283,STU0419,EC301,60,47,78.33
284,STU0419,EC302,60,47,78.33
285,STU0867,EC301,60,47,78.33
286,STU0867,EC302,60,47,78.33
287,STU0179,EC301,60,47,78.33
288,STU0179,EC302,60,47,78.33
289,STU0683,EC301,60,47,78.33
290,STU0683,EC302,60,47,78.33
291,STU0187,EC301,60,47,78.33
292,STU0187,EC302,60,47,78.33
293,STU0859,EC301,60,47,78.33
294,STU0859,EC302,60,47,78.33
295,STU0195,EC301,60,47,78.33
296,STU0195,EC302,60,47,78.33
297,STU0851,EC301,60,47,78.33
298,STU0851,EC302,60,47,78.33
299,STU0427,EC301,60,47,78.33
300,STU0427,EC302,60,47,78.33
301,STU0203,EC301,60,47,78.33
302,STU0203,EC302,60,47,78.33
303,STU0027,EC301,60,47,78.33
304,STU0027,EC302,60,47,78.33
305,STU0843,EC301,60,47,78.33
306,STU0843,EC302,60,47,78.33
307,STU0211,EC301,60,47,78.33
308,STU0211,EC302,60,47,78.33
309,STU0483,EC301,60,47,78.33
310,STU0483,EC302,60,47,78.33
311,STU0219,EC301,60,47,78.33
312,STU0219,EC302,60,47,78.33
313,STU0835,EC301,60,47,78.33
314,STU0835,EC302,60,47,78.33
315,STU0675,EC301,60,47,78.33
316,STU0675,EC302,60,47,78.33
317,STU0227,EC301,60,47,78.33
318,STU0227,EC302,60,47,78.33
319,STU0979,EC301,60,47,78.33
320,STU0979,EC302,60,47,78.33
321,STU0827,EC301,60,47,78.33
322,STU0827,EC302,60,47,78.33
323,STU0235,EC301,60,47,78.33
324,STU0235,EC302,60,47,78.33
325,STU0435,EC301,60,47,78.33
326,STU0435,EC302,60,47,78.33
327,STU0819,EC301,60,47,78.33
328,STU0819,EC302,60,47,78.33
329,STU0243,EC301,60,47,78.33
330,STU0243,EC302,60,47,78.33
331,STU0955,EC301,60,47,78.33
332,STU0955,EC302,60,47,78.33
333,STU0251,EC301,60,47,78.33
334,STU0251,EC302,60,47,78.33
335,STU0811,EC301,60,47,78.33
336,STU0811,EC302,60,47,78.33
337,STU0259,EC301,60,47,78.33
338,STU0259,EC302,60,47,78.33
339,STU0803,EC301,60,47,78.33
340,STU0803,EC302,60,47,78.33
341,STU0443,EC301,60,47,78.33
342,STU0443,EC302,60,47,78.33
343,STU0267,EC301,60,47,78.33
344,STU0267,EC302,60,47,78.33
345,STU0035,EC301,60,47,78.33
346,STU0035,EC302,60,47,78.33
347,STU0795,EC301,60,47,78.33
348,STU0795,EC302,60,47,78.33
349,STU0635,EC301,60,47,78.33
350,STU0635,EC302,60,47,78.33
351,STU0275,EC301,60,47,78.33
352,STU0275,EC302,60,47,78.33
353,STU0667,EC301,60,47,78.33
354,STU0667,EC302,60,47,78.33
355,STU0283,EC301,60,47,78.33
356,STU0283,EC302,60,47,78.33
357,STU0787,EC301,60,47,78.33
358,STU0787,EC302,60,47,78.33
359,STU0291,EC301,60,47,78.33
360,STU0291,EC302,60,47,78.33
361,STU0779,EC301,60,47,78.33
362,STU0779,EC302,60,47,78.33
363,STU0299,EC301,60,47,78.33
364,STU0299,EC302,60,47,78.33
365,STU0971,EC301,60,47,78.33
366,STU0971,EC302,60,47,78.33
367,STU0451,EC301,60,47,78.33
368,STU0451,EC302,60,47,78.33
369,STU0771,EC301,60,47,78.33
370,STU0771,EC302,60,47,78.33
371,STU0307,EC301,60,47,78.33
372,STU0307,EC302,60,47,78.33
373,STU0315,EC301,60,47,78.33
374,STU0315,EC302,60,47,78.33
375,STU0659,EC301,60,47,78.33
376,STU0659,EC302,60,47,78.33
377,STU0763,EC301,60,47,78.33
378,STU0763,EC302,60,47,78.33
379,STU0323,EC301,60,47,78.33
380,STU0323,EC302,60,47,78.33
381,STU0755,EC301,60,47,78.33
382,STU0755,EC302,60,47,78.33
383,STU0331,EC301,60,47,78.33
384,STU0331,EC302,60,47,78.33
385,STU0043,EC301,60,47,78.33
386,STU0043,EC302,60,47,78.33
387,STU0459,EC301,60,47,78.33
388,STU0459,EC302,60,47,78.33
389,STU0747,EC301,60,47,78.33
390,STU0747,EC302,60,47,78.33
391,STU0339,EC301,60,47,78.33
392,STU0339,EC302,60,47,78.33
393,STU0059,EC301,60,47,78.33
394,STU0059,EC302,60,47,78.33
395,STU0491,EC301,60,47,78.33
396,STU0491,EC302,60,47,78.33
397,STU0347,EC301,60,47,78.33
398,STU0347,EC302,60,47,78.33
399,STU0995,EC301,60,47,78.33
400,STU0995,EC302,60,47,78.33
401,STU0739,EC301,60,47,78.33
402,STU0739,EC302,60,47,78.33
403,STU0651,EC301,60,47,78.33
404,STU0651,EC302,60,47,78.33
405,STU0355,EC301,60,47,78.33
406,STU0355,EC302,60,47,78.33
407,STU0731,EC301,60,47,78.33
408,STU0731,EC302,60,47,78.33
409,STU0363,EC301,60,47,78.33
410,STU0363,EC302,60,47,78.33
411,STU0467,EC301,60,47,78.33
412,STU0467,EC302,60,47,78.33
413,STU0723,EC301,60,47,78.33
414,STU0723,EC302,60,47,78.33
415,STU0371,EC301,60,47,78.33
416,STU0371,EC302,60,47,78.33
417,STU0963,EC301,60,47,78.33
418,STU0963,EC302,60,47,78.33
419,STU0507,EC301,60,47,78.33
420,STU0507,EC302,60,47,78.33
421,STU0379,EC301,60,47,78.33
422,STU0379,EC302,60,47,78.33
423,STU0619,EC301,60,47,78.33
424,STU0619,EC302,60,47,78.33
425,STU0515,EC301,60,47,78.33
426,STU0515,EC302,60,47,78.33
427,STU0715,EC301,60,47,78.33
428,STU0715,EC302,60,47,78.33
429,STU0611,EC301,60,47,78.33
430,STU0611,EC302,60,47,78.33
431,STU0523,EC301,60,47,78.33
432,STU0523,EC302,60,47,78.33
433,STU0603,EC301,60,47,78.33
434,STU0603,EC302,60,47,78.33
435,STU0499,EC301,60,47,78.33
436,STU0499,EC302,60,47,78.33
437,STU0531,EC301,60,47,78.33
438,STU0531,EC302,60,47,78.33
439,STU0067,EC301,60,47,78.33
440,STU0067,EC302,60,47,78.33
441,STU0387,EC301,60,47,78.33
442,STU0387,EC302,60,47,78.33
443,STU0539,EC301,60,47,78.33
444,STU0539,EC302,60,47,78.33
445,STU0595,EC301,60,47,78.33
446,STU0595,EC302,60,47,78.33
447,STU0547,EC301,60,47,78.33
448,STU0547,EC302,60,47,78.33
449,STU0587,EC301,60,47,78.33
450,STU0587,EC302,60,47,78.33
451,STU0555,EC301,60,47,78.33
452,STU0555,EC302,60,47,78.33
453,STU0707,EC301,60,47,78.33
454,STU0707,EC302,60,47,78.33
455,STU0579,EC301,60,47,78.33
456,STU0579,EC302,60,47,78.33
457,STU0563,EC301,60,47,78.33
458,STU0563,EC302,60,47,78.33
459,STU0947,EC301,60,47,78.33
460,STU0947,EC302,60,47,78.33
461,STU0571,EC301,60,47,78.33
462,STU0571,EC302,60,47,78.33
463,STU0395,EC301,60,47,78.33
464,STU0395,EC302,60,47,78.33
465,STU0075,EC301,60,47,78.33
466,STU0075,EC302,60,47,78.33
467,STU0011,EC301,60,47,78.33
468,STU0011,EC302,60,47,78.33
469,STU0939,EC301,60,47,78.33
470,STU0939,EC302,60,47,78.33
471,STU0051,EC301,60,47,78.33
472,STU0051,EC302,60,47,78.33
473,STU0083,EC301,60,47,78.33
474,STU0083,EC302,60,47,78.33
475,STU0475,EC301,60,47,78.33
476,STU0475,EC302,60,47,78.33
477,STU0091,EC301,60,47,78.33
478,STU0091,EC302,60,47,78.33
479,STU0003,EC301,60,47,78.33
480,STU0003,EC302,60,47,78.33
481,STU0931,EC301,60,47,78.33
482,STU0931,EC302,60,47,78.33
483,STU0699,EC301,60,47,78.33
484,STU0699,EC302,60,47,78.33
485,STU0099,EC301,60,47,78.33
486,STU0099,EC302,60,47,78.33
487,STU0923,EC301,60,47,78.33
488,STU0923,EC302,60,47,78.33
489,STU0403,EC301,60,47,78.33
490,STU0403,EC302,60,47,78.33
491,STU0107,EC301,60,47,78.33
492,STU0107,EC302,60,47,78.33
493,STU0915,EC301,60,47,78.33
494,STU0915,EC302,60,47,78.33
495,STU0115,EC301,60,47,78.33
496,STU0115,EC302,60,47,78.33
497,STU0987,EC301,60,47,78.33
498,STU0987,EC302,60,47,78.33
499,STU0123,EC301,60,47,78.33
500,STU0123,EC302,60,47,78.33
501,STU0716,ME401,60,47,78.33
502,STU0252,ME401,60,47,78.33
503,STU0812,ME401,60,47,78.33
504,STU0620,ME401,60,47,78.33
505,STU0956,ME401,60,47,78.33
506,STU0244,ME401,60,47,78.33
507,STU0012,ME401,60,47,78.33
508,STU0508,ME401,60,47,78.33
509,STU0164,ME401,60,47,78.33
510,STU0052,ME401,60,47,78.33
511,STU0436,ME401,60,47,78.33
512,STU0380,ME401,60,47,78.33
513,STU0820,ME401,60,47,78.33
514,STU0236,ME401,60,47,78.33
515,STU0932,ME401,60,47,78.33
516,STU0516,ME401,60,47,78.33
517,STU0700,ME401,60,47,78.33
518,STU0612,ME401,60,47,78.33
519,STU0004,ME401,60,47,78.33
520,STU0828,ME401,60,47,78.33
521,STU0228,ME401,60,47,78.33
522,STU0484,ME401,60,47,78.33
523,STU0412,ME401,60,47,78.33
524,STU0524,ME401,60,47,78.33
525,STU0220,ME401,60,47,78.33
526,STU0644,ME401,60,47,78.33
527,STU0604,ME401,60,47,78.33
528,STU0092,ME401,60,47,78.33
529,STU0692,ME401,60,47,78.33
530,STU0676,ME401,60,47,78.33
531,STU0116,ME401,60,47,78.33
532,STU0532,ME401,60,47,78.33
533,STU0156,ME401,60,47,78.33
534,STU0836,ME401,60,47,78.33
535,STU0028,ME401,60,47,78.33
536,STU0596,ME401,60,47,78.33
537,STU0124,ME401,60,47,78.33
538,STU0212,ME401,60,47,78.33
539,STU0476,ME401,60,47,78.33
540,STU0540,ME401,60,47,78.33
541,STU0068,ME401,60,47,78.33
542,STU0884,ME401,60,47,78.33
543,STU0844,ME401,60,47,78.33
544,STU0388,ME401,60,47,78.33
545,STU0428,ME401,60,47,78.33
546,STU0204,ME401,60,47,78.33
547,STU0140,ME401,60,47,78.33
548,STU0548,ME401,60,47,78.33
549,STU0852,ME401,60,47,78.33
550,STU0588,ME401,60,47,78.33
551,STU0100,ME401,60,47,78.33
552,STU0196,ME401,60,47,78.33
553,STU0708,ME401,60,47,78.33
554,STU0500,ME401,60,47,78.33
555,STU0020,ME401,60,47,78.33
556,STU0556,ME401,60,47,78.33
557,STU0948,ME401,60,47,78.33
558,STU0924,ME401,60,47,78.33
559,STU0580,ME401,60,47,78.33
560,STU0900,ME401,60,47,78.33
561,STU0188,ME401,60,47,78.33
562,STU0764,ME401,60,47,78.33
563,STU0660,ME401,60,47,78.33
564,STU0308,ME401,60,47,78.33
565,STU0860,ME401,60,47,78.33
566,STU0316,ME401,60,47,78.33
567,STU0148,ME401,60,47,78.33
568,STU0564,ME401,60,47,78.33
569,STU0452,ME401,60,47,78.33
570,STU0772,ME401,60,47,78.33
571,STU0300,ME401,60,47,78.33
572,STU0780,ME401,60,47,78.33
573,STU0908,ME401,60,47,78.33
574,STU0324,ME401,60,47,78.33
575,STU0972,ME401,60,47,78.33
576,STU0756,ME401,60,47,78.33
577,STU0684,ME401,60,47,78.33
578,STU0292,ME401,60,47,78.33
579,STU0996,ME401,60,47,78.33
580,STU0284,ME401,60,47,78.33
581,STU0980,ME401,60,47,78.33
582,STU0332,ME401,60,47,78.33
583,STU0572,ME401,60,47,78.33
584,STU0180,ME401,60,47,78.33
585,STU0748,ME401,60,47,78.33
586,STU0868,ME401,60,47,78.33
587,STU0460,ME401,60,47,78.33
588,STU0788,ME401,60,47,78.33
589,STU0892,ME401,60,47,78.33
590,STU0340,ME401,60,47,78.33
591,STU0044,ME401,60,47,78.33
592,STU0036,ME401,60,47,78.33
593,STU0420,ME401,60,47,78.33
594,STU0740,ME401,60,47,78.33
595,STU0628,ME401,60,47,78.33
596,STU0276,ME401,60,47,78.33
597,STU0172,ME401,60,47,78.33
598,STU0348,ME401,60,47,78.33
599,STU0108,ME401,60,47,78.33
600,STU0076,ME401,60,47,78.33
601,STU0796,ME401,60,47,78.33
602,STU0652,ME401,60,47,78.33
603,STU0988,ME401,60,47,78.33
604,STU0444,ME401,60,47,78.33
605,STU0396,ME401,60,47,78.33
606,STU0356,ME401,60,47,78.33
607,STU0492,ME401,60,47,78.33
608,STU0732,ME401,60,47,78.33
609,STU0940,ME401,60,47,78.33
610,STU0268,ME401,60,47,78.33
611,STU0804,ME401,60,47,78.33
612,STU0260,ME401,60,47,78.33
613,STU0404,ME401,60,47,78.33
614,STU0364,ME401,60,47,78.33
615,STU0964,ME401,60,47,78.33
616,STU0916,ME401,60,47,78.33
617,STU0724,ME401,60,47,78.33
618,STU0876,ME401,60,47,78.33
619,STU0468,ME401,60,47,78.33
620,STU0636,ME401,60,47,78.33
621,STU0132,ME401,60,47,78.33
622,STU0372,ME401,60,47,78.33
623,STU0084,ME401,60,47,78.33
624,STU0668,ME401,60,47,78.33
625,STU0060,ME401,60,47,78.33
626,STU0501,CE101,60,47,78.33
627,STU0005,CE101,60,47,78.33
628,STU0013,CE101,60,47,78.33
629,STU0021,CE101,60,47,78.33
630,STU0029,CE101,60,47,78.33
631,STU0037,CE101,60,47,78.33
632,STU0045,CE101,60,47,78.33
633,STU0053,CE101,60,47,78.33
634,STU0061,CE101,60,47,78.33
635,STU0069,CE101,60,47,78.33
636,STU0077,CE101,60,47,78.33
637,STU0085,CE101,60,47,78.33
638,STU0093,CE101,60,47,78.33
639,STU0101,CE101,60,47,78.33
640,STU0109,CE101,60,47,78.33
641,STU0117,CE101,60,47,78.33
642,STU0125,CE101,60,47,78.33
643,STU0133,CE101,60,47,78.33
644,STU0141,CE101,60,47,78.33
645,STU0149,CE101,60,47,78.33
646,STU0157,CE101,60,47,78.33
647,STU0165,CE101,60,47,78.33
648,STU0173,CE101,60,47,78.33
649,STU0181,CE101,60,47,78.33
650,STU0189,CE101,60,47,78.33
651,STU0197,CE101,60,47,78.33
652,STU0205,CE101,60,47,78.33
653,STU0213,CE101,60,47,78.33
654,STU0221,CE101,60,47,78.33
655,STU0229,CE101,60,47,78.33
656,STU0237,CE101,60,47,78.33
657,STU0245,CE101,60,47,78.33
658,STU0253,CE101,60,47,78.33
659,STU0261,CE101,60,47,78.33
660,STU0269,CE101,60,47,78.33
661,STU0277,CE101,60,47,78.33
662,STU0285,CE101,60,47,78.33
663,STU0293,CE101,60,47,78.33
664,STU0301,CE101,60,47,78.33
665,STU0309,CE101,60,47,78.33
666,STU0317,CE101,60,47,78.33
667,STU0325,CE101,60,47,78.33
668,STU0333,CE101,60,47,78.33
669,STU0341,CE101,60,47,78.33
670,STU0349,CE101,60,47,78.33
671,STU0357,CE101,60,47,78.33
672,STU0365,CE101,60,47,78.33
673,STU0373,CE101,60,47,78.33
674,STU0381,CE101,60,47,78.33
675,STU0389,CE101,60,47,78.33
676,STU0397,CE101,60,47,78.33
677,STU0405,CE101,60,47,78.33
678,STU0413,CE101,60,47,78.33
679,STU0421,CE101,60,47,78.33
680,STU0429,CE101,60,47,78.33
681,STU0437,CE101,60,47,78.33
682,STU0445,CE101,60,47,78.33
683,STU0453,CE101,60,47,78.33
684,STU0461,CE101,60,47,78.33
685,STU0469,CE101,60,47,78.33
686,STU0477,CE101,60,47,78.33
687,STU0485,CE101,60,47,78.33
688,STU0493,CE101,60,47,78.33
689,STU0509,CE101,60,47,78.33
690,STU0517,CE101,60,47,78.33
691,STU0525,CE101,60,47,78.33
692,STU0533,CE101,60,47,78.33
693,STU0541,CE101,60,47,78.33
694,STU0549,CE101,60,47,78.33
695,STU0557,CE101,60,47,78.33
696,STU0565,CE101,60,47,78.33
697,STU0573,CE101,60,47,78.33
698,STU0581,CE101,60,47,78.33
699,STU0589,CE101,60,47,78.33
700,STU0597,CE101,60,47,78.33
701,STU0605,CE101,60,47,78.33
702,STU0613,CE101,60,47,78.33
703,STU0621,CE101,60,47,78.33
704,STU0629,CE101,60,47,78.33
705,STU0637,CE101,60,47,78.33
706,STU0645,CE101,60,47,78.33
707,STU0653,CE101,60,47,78.33
708,STU0661,CE101,60,47,78.33
709,STU0669,CE101,60,47,78.33
710,STU0677,CE101,60,47,78.33
711,STU0685,CE101,60,47,78.33
712,STU0693,CE101,60,47,78.33
713,STU0701,CE101,60,47,78.33
714,STU0709,CE101,60,47,78.33
715,STU0717,CE101,60,47,78.33
716,STU0725,CE101,60,47,78.33
717,STU0733,CE101,60,47,78.33
718,STU0741,CE101,60,47,78.33
719,STU0749,CE101,60,47,78.33
720,STU0757,CE101,60,47,78.33
721,STU0765,CE101,60,47,78.33
722,STU0773,CE101,60,47,78.33
723,STU0781,CE101,60,47,78.33
724,STU0789,CE101,60,47,78.33
725,STU0797,CE101,60,47,78.33
726,STU0805,CE101,60,47,78.33
727,STU0813,CE101,60,47,78.33
728,STU0821,CE101,60,47,78.33
729,STU0829,CE101,60,47,78.33
730,STU0837,CE101,60,47,78.33
731,STU0845,CE101,60,47,78.33
732,STU0853,CE101,60,47,78.33
733,STU0861,CE101,60,47,78.33
