assignment_id,student_id,subject_id,total_assignments,submitted,average_score
106,STU0425,CS101,6,5,82.75
107,STU0961,CS101,6,5,69.79
108,STU0681,CS101,6,5,58.53
109,STU0433,CS101,6,5,78.78
110,STU0673,CS101,6,5,62.19
111,STU0441,CS101,6,5,81.43
112,STU0057,CS101,6,5,76.81
113,STU0665,CS101,6,5,62.36
114,STU0449,CS101,6,5,76.01
115,STU0457,CS101,6,5,62.93
116,STU0657,CS101,6,5,69.43
117,STU0465,CS101,6,5,74.12
118,STU0649,CS101,6,5,65.94
119,STU0473,CS101,6,5,70.87
120,STU0009,CS101,6,5,76.63
121,STU0641,CS101,6,5,73.90
122,STU0481,CS101,6,5,62.01
123,STU0489,CS101,6,5,60.55
124,STU0633,CS101,6,5,62.02
125,STU0497,CS101,6,5,59.41
126,STU0914,IT201,6,5,75.46
127,STU0626,IT201,6,5,72.00
128,STU0722,IT201,6,5,61.01
129,STU0874,IT201,6,5,77.57
130,STU0810,IT201,6,5,59.23
131,STU0370,IT201,6,5,58.91
132,STU0442,IT201,6,5,78.53
133,STU0258,IT201,6,5,67.65
134,STU0418,IT201,6,5,81.11
135,STU0362,IT201,6,5,80.84
136,STU0034,IT201,6,5,80.12
137,STU0466,IT201,6,5,74.89
138,STU0170,IT201,6,5,62.71
139,STU0802,IT201,6,5,73.61
140,STU0122,IT201,6,5,70.38
141,STU0266,IT201,6,5,82.98
142,STU0074,IT201,6,5,76.36
143,STU0730,IT201,6,5,58.97
144,STU0114,IT201,6,5,75.18
145,STU0354,IT201,6,5,71.39
146,STU0738,IT201,6,5,65.44
147,STU0946,IT201,6,5,62.86
148,STU0570,IT201,6,5,71.39
149,STU0274,IT201,6,5,65.72
150,STU0106,IT201,6,5,58.59
151,STU0346,IT201,6,5,81.72
152,STU0746,IT201,6,5,75.19
153,STU0794,IT201,6,5,70.91
154,STU0962,IT201,6,5,77.88
155,STU0338,IT201,6,5,76.00
156,STU0666,IT201,6,5,76.96
157,STU0282,IT201,6,5,82.69
158,STU0178,IT201,6,5,58.55
159,STU0330,IT201,6,5,58.44
160,STU0458,IT201,6,5,73.83
161,STU0018,IT201,6,5,61.43
162,STU0786,IT201,6,5,78.91
163,STU0634,IT201,6,5,74.21
164,STU0498,IT201,6,5,81.16
165,STU0290,IT201,6,5,68.56
166,STU0394,IT201,6,5,74.35
167,STU0754,IT201,6,5,77.12
168,STU0042,IT201,6,5,73.33
169,STU0322,IT201,6,5,64.46
170,STU0474,IT201,6,5,63.79
171,STU0778,IT201,6,5,62.58
172,STU0450,IT201,6,5,79.04
173,STU0298,IT201,6,5,76.17
174,STU0866,IT201,6,5,60.52
175,STU0490,IT201,6,5,80.08
176,STU0578,IT201,6,5,66.20
177,STU0562,IT201,6,5,65.90
178,STU0658,IT201,6,5,71.94
179,STU0994,IT201,6,5,78.86
180,STU0762,IT201,6,5,79.37
181,STU0306,IT201,6,5,79.96
182,STU0186,IT201,6,5,71.97
183,STU0314,IT201,6,5,82.98
184,STU0970,IT201,6,5,81.76
185,STU0770,IT201,6,5,62.92
186,STU0058,IT201,6,5,78.11
187,STU0146,IT201,6,5,75.92
188,STU0706,IT201,6,5,69.74
189,STU0682,IT201,6,5,70.11
190,STU0698,IT201,6,5,82.02
191,STU0858,IT201,6,5,76.52
192,STU0554,IT201,6,5,81.75
193,STU0426,IT201,6,5,76.38
194,STU0194,IT201,6,5,74.51
195,STU0922,IT201,6,5,71.76
196,STU0586,IT201,6,5,74.27
197,STU0026,IT201,6,5,77.38
198,STU0010,IT201,6,5,66.39
199,STU0402,IT201,6,5,68.72
200,STU0850,IT201,6,5,81.92
201,STU0890,IT201,6,5,71.04
202,STU0202,IT201,6,5,66.24
203,STU0410,IT201,6,5,66.00
204,STU0546,IT201,6,5,69.44
205,STU0098,IT201,6,5,62.50
206,STU0050,IT201,6,5,80.69
207,STU0594,IT201,6,5,67.99
208,STU0690,IT201,6,5,60.89
209,STU0482,IT201,6,5,64.29
210,STU0210,IT201,6,5,70.88
211,STU0154,IT201,6,5,80.17
212,STU0538,IT201,6,5,76.58
213,STU0386,IT201,6,5,64.18
214,STU0842,IT201,6,5,69.66
215,STU0898,IT201,6,5,61.19
216,STU0602,IT201,6,5,58.38
217,STU0530,IT201,6,5,70.39
218,STU0218,IT201,6,5,73.61
219,STU0930,IT201,6,5,59.72
220,STU0066,IT201,6,5,74.93
221,STU0002,IT201,6,5,80.20
222,STU0090,IT201,6,5,59.51
223,STU0834,IT201,6,5,68.75
224,STU0130,IT201,6,5,67.48
225,STU0522,IT201,6,5,77.94
226,STU0226,IT201,6,5,69.21
227,STU0882,IT201,6,5,77.55
228,STU0714,IT201,6,5,61.17
229,STU0642,IT201,6,5,78.01
230,STU0610,IT201,6,5,71.15
231,STU0138,IT201,6,5,69.39
232,STU0826,IT201,6,5,62.44
233,STU0434,IT201,6,5,65.00
234,STU0234,IT201,6,5,79.53
235,STU0162,IT201,6,5,70.49
236,STU0514,IT201,6,5,66.42
237,STU0978,IT201,6,5,63.62
238,STU0906,IT201,6,5,80.13
239,STU0954,IT201,6,5,82.99
240,STU0938,IT201,6,5,62.58
241,STU0618,IT201,6,5,72.10
242,STU0242,IT201,6,5,66.51
243,STU0986,IT201,6,5,62.69
244,STU0506,IT201,6,5,76.31
245,STU0378,IT201,6,5,72.12
246,STU0818,IT201,6,5,68.41
247,STU0674,IT201,6,5,75.93
248,STU0650,IT201,6,5,76.35
249,STU0082,IT201,6,5,62.77
250,STU0250,IT201,6,5,64.08
251,STU0907,EC301,6,5,59.09
252,STU0907,EC302,6,5,59.38
253,STU0643,EC301,6,5,80.51
254,STU0643,EC302,6,5,62.63
255,STU0131,EC301,6,5,71.58
256,STU0131,EC302,6,5,66.14
257,STU0899,EC301,6,5,63.85
258,STU0899,EC302,6,5,64.57
259,STU0411,EC301,6,5,76.45
260,STU0411,EC302,6,5,71.86
261,STU0139,EC301,6,5,60.28
262,STU0139,EC302,6,5,65.02
263,STU0019,EC301,6,5,74.62
264,STU0019,EC302,6,5,71.83
265,STU0891,EC301,6,5,64.69
266,STU0891,EC302,6,5,62.72
267,STU0147,EC301,6,5,65.07
268,STU0147,EC302,6,5,69.62
269,STU0691,EC301,6,5,62.62
270,STU0691,EC302,6,5,66.75
271,STU0155,EC301,6,5,73.80
272,STU0155,EC302,6,5,58.40
273,STU0883,EC301,6,5,77.76
274,STU0883,EC302,6,5,81.24
275,STU0627,EC301,6,5,68.68
276,STU0627,EC302,6,5,78.07
277,STU0163,EC301,6,5,66.46
278,STU0163,EC302,6,5,73.23
279,STU0875,EC301,6,5,77.42
280,STU0875,EC302,6,5,82.65
281,STU0171,EC301,6,5,69.15
282,STU0171,EC302,6,5,59.23
283,STU0419,EC301,6,5,78.30
284,STU0419,EC302,6,5,67.69
285,STU0867,EC301,6,5,80.14
286,STU0867,EC302,6,5,64.84
287,STU0179,EC301,6,5,76.46
288,STU0179,EC302,6,5,62.23
289,STU0683,EC301,6,5,62.31
290,STU0683,EC302,6,5,73.34
291,STU0187,EC301,6,5,71.56
292,STU0187,EC302,6,5,78.42
293,STU0859,EC301,6,5,74.83
294,STU0859,EC302,6,5,64.79
295,STU0195,EC301,6,5,63.37
296,STU0195,EC302,6,5,60.04
297,STU0851,EC301,6,5,79.09
298,STU0851,EC302,6,5,81.62
299,STU0427,EC301,6,5,77.35
300,STU0427,EC302,6,5,70.13
301,STU0203,EC301,6,5,64.94
302,STU0203,EC302,6,5,60.02
303,STU0027,EC301,6,5,77.31
304,STU0027,EC302,6,5,63.96
305,STU0843,EC301,6,5,78.72
306,STU0843,EC302,6,5,59.58
307,STU0211,EC301,6,5,65.30
308,STU0211,EC302,6,5,75.49
309,STU0483,EC301,6,5,59.85
310,STU0483,EC302,6,5,70.48
311,STU0219,EC301,6,5,70.87
312,STU0219,EC302,6,5,72.31
313,STU0835,EC301,6,5,82.30
314,STU0835,EC302,6,5,70.71
315,STU0675,EC301,6,5,78.19
316,STU0675,EC302,6,5,60.90
317,STU0227,EC301,6,5,80.49
318,STU0227,EC302,6,5,82.98
319,STU0979,EC301,6,5,79.56
320,STU0979,EC302,6,5,81.54
321,STU0827,EC301,6,5,79.67
322,STU0827,EC302,6,5,65.07
323,STU0235,EC301,6,5,73.41
324,STU0235,EC302,6,5,62.01
325,STU0435,EC301,6,5,75.86
326,STU0435,EC302,6,5,73.22
327,STU0819,EC301,6,5,83.23
328,STU0819,EC302,6,5,71.53
329,STU0243,EC301,6,5,61.03
330,STU0243,EC302,6,5,74.69
331,STU0955,EC301,6,5,68.89
332,STU0955,EC302,6,5,67.12
333,STU0251,EC301,6,5,79.57
334,STU0251,EC302,6,5,71.61
335,STU0811,EC301,6,5,72.04
336,STU0811,EC302,6,5,76.38
337,STU0259,EC301,6,5,80.62
338,STU0259,EC302,6,5,82.07
339,STU0803,EC301,6,5,80.76
340,STU0803,EC302,6,5,66.68
341,STU0443,EC301,6,5,80.62
342,STU0443,EC302,6,5,63.12
343,STU0267,EC301,6,5,71.38
344,STU0267,EC302,6,5,79.93
345,STU0035,EC301,6,5,73.02
346,STU0035,EC302,6,5,60.93
347,STU0795,EC301,6,5,73.66
348,STU0795,EC302,6,5,62.49
349,STU0635,EC301,6,5,65.41
350,STU0635,EC302,6,5,72.62
351,STU0275,EC301,6,5,74.60
352,STU0275,EC302,6,5,62.62
353,STU0667,EC301,6,5,74.98
354,STU0667,EC302,6,5,70.07
355,STU0283,EC301,6,5,81.73
356,STU0283,EC302,6,5,66.79
357,STU0787,EC301,6,5,74.89
358,STU0787,EC302,6,5,66.53
359,STU0291,EC301,6,5,79.16
360,STU0291,EC302,6,5,81.96
361,STU0779,EC301,6,5,77.15
362,STU0779,EC302,6,5,78.36
363,STU0299,EC301,6,5,67.12
364,STU0299,EC302,6,5,59.10
365,STU0971,EC301,6,5,65.68
366,STU0971,EC302,6,5,72.50
367,STU0451,EC301,6,5,83.05
368,STU0451,EC302,6,5,75.43
369,STU0771,EC301,6,5,65.78
370,STU0771,EC302,6,5,72.31
371,STU0307,EC301,6,5,74.45
372,STU0307,EC302,6,5,65.66
373,STU0315,EC301,6,5,69.70
374,STU0315,EC302,6,5,77.53
375,STU0659,EC301,6,5,78.78
376,STU0659,EC302,6,5,80.28
377,STU0763,EC301,6,5,65.75
378,STU0763,EC302,6,5,78.88
379,STU0323,EC301,6,5,82.65
380,STU0323,EC302,6,5,66.29
381,STU0755,EC301,6,5,61.70
382,STU0755,EC302,6,5,83.29
383,STU0331,EC301,6,5,77.19
384,STU0331,EC302,6,5,72.98
385,STU0043,EC301,6,5,76.82
386,STU0043,EC302,6,5,72.03
387,STU0459,EC301,6,5,70.86
388,STU0459,EC302,6,5,65.52
389,STU0747,EC301,6,5,70.23
390,STU0747,EC302,6,5,59.62
391,STU0339,EC301,6,5,78.81
392,STU0339,EC302,6,5,74.36
393,STU0059,EC301,6,5,81.87
394,STU0059,EC302,6,5,82.21
395,STU0491,EC301,6,5,83.09
396,STU0491,EC302,6,5,64.63
397,STU0347,EC301,6,5,69.39
398,STU0347,EC302,6,5,79.17
399,STU0995,EC301,6,5,64.48
400,STU0995,EC302,6,5,70.67
401,STU0739,EC301,6,5,82.68
402,STU0739,EC302,6,5,72.48
403,STU0651,EC301,6,5,73.50
404,STU0651,EC302,6,5,63.91
405,STU0355,EC301,6,5,77.18
406,STU0355,EC302,6,5,69.28
407,STU0731,EC301,6,5,73.46
408,STU0731,EC302,6,5,59.06
409,STU0363,EC301,6,5,64.91
410,STU0363,EC302,6,5,73.32
411,STU0467,EC301,6,5,73.53
412,STU0467,EC302,6,5,65.77
413,STU0723,EC301,6,5,69.71
414,STU0723,EC302,6,5,64.04
415,STU0371,EC301,6,5,60.05
416,STU0371,EC302,6,5,67.83
417,STU0963,EC301,6,5,64.85
418,STU0963,EC302,6,5,74.56
419,STU0507,EC301,6,5,63.77
420,STU0507,EC302,6,5,69.61
421,STU0379,EC301,6,5,75.87
422,STU0379,EC302,6,5,59.80
423,STU0619,EC301,6,5,70.47
424,STU0619,EC302,6,5,82.35
425,STU0515,EC301,6,5,72.38
426,STU0515,EC302,6,5,59.44
427,STU0715,EC301,6,5,67.67
428,STU0715,EC302,6,5,73.45
429,STU0611,EC301,6,5,79.43
430,STU0611,EC302,6,5,61.60
431,STU0523,EC301,6,5,82.82
432,STU0523,EC302,6,5,71.60
433,STU0603,EC301,6,5,65.59
434,STU0603,EC302,6,5,74.14
435,STU0499,EC301,6,5,69.08
436,STU0499,EC302,6,5,59.53
437,STU0531,EC301,6,5,67.70
438,STU0531,EC302,6,5,76.64
439,STU0067,EC301,6,5,77.75
440,STU0067,EC302,6,5,61.94
441,STU0387,EC301,6,5,74.15
442,STU0387,EC302,6,5,71.70
443,STU0539,EC301,6,5,76.67
444,STU0539,EC302,6,5,60.38
445,STU0595,EC301,6,5,68.29
446,STU0595,EC302,6,5,66.74
447,STU0547,EC301,6,5,81.64
448,STU0547,EC302,6,5,82.41
449,STU0587,EC301,6,5,59.65
450,STU0587,EC302,6,5,72.20
451,STU0555,EC301,6,5,69.60
452,STU0555,EC302,6,5,59.40
453,STU0707,EC301,6,5,73.50
454,STU0707,EC302,6,5,82.42
455,STU0579,EC301,6,5,63.71
456,STU0579,EC302,6,5,68.10
457,STU0563,EC301,6,5,69.92
458,STU0563,EC302,6,5,66.05
459,STU0947,EC301,6,5,61.70
460,STU0947,EC302,6,5,72.52
461,STU0571,EC301,6,5,64.59
462,STU0571,EC302,6,5,79.46
463,STU0395,EC301,6,5,82.25
464,STU0395,EC302,6,5,68.71
465,STU0075,EC301,6,5,76.43
466,STU0075,EC302,6,5,62.89
467,STU0011,EC301,6,5,80.50
468,STU0011,EC302,6,5,59.56
469,STU0939,EC301,6,5,80.46
470,STU0939,EC302,6,5,76.23
471,STU0051,EC301,6,5,70.89
472,STU0051,EC302,6,5,74.40
473,STU0083,EC301,6,5,78.08
474,STU0083,EC302,6,5,58.63
475,STU0475,EC301,6,5,63.10
476,STU0475,EC302,6,5,67.39
477,STU0091,EC301,6,5,62.80
478,STU0091,EC302,6,5,61.01
479,STU0003,EC301,6,5,58.64
480,STU0003,EC302,6,5,72.13
481,STU0931,EC301,6,5,66.52
482,STU0931,EC302,6,5,64.24
483,STU0699,EC301,6,5,80.16
484,STU0699,EC302,6,5,63.22
485,STU0099,EC301,6,5,66.93
486,STU0099,EC302,6,5,59.53
487,STU0923,EC301,6,5,75.39
488,STU0923,EC302,6,5,65.95
489,STU0403,EC301,6,5,82.07
490,STU0403,EC302,6,5,77.76
491,STU0107,EC301,6,5,74.69
492,STU0107,EC302,6,5,76.24
493,STU0915,EC301,6,5,81.23
494,STU0915,EC302,6,5,66.28
495,STU0115,EC301,6,5,82.45
496,STU0115,EC302,6,5,63.45
497,STU0987,EC301,6,5,73.06
498,STU0987,EC302,6,5,68.78
499,STU0123,EC301,6,5,71.69
500,STU0123,EC302,6,5,72.09
501,STU0716,ME401,6,5,78.10
502,STU0252,ME401,6,5,80.57
503,STU0812,ME401,6,5,69.52
504,STU0620,ME401,6,5,79.00
505,STU0956,ME401,6,5,79.41
506,STU0244,ME401,6,5,74.94
507,STU0012,ME401,6,5,71.59
508,STU0508,ME401,6,5,64.66
509,STU0164,ME401,6,5,60.11
510,STU0052,ME401,6,5,61.63
511,STU0436,ME401,6,5,74.91
512,STU0380,ME401,6,5,59.72
513,STU0820,ME401,6,5,83.10
514,STU0236,ME401,6,5,73.87
515,STU0932,ME401,6,5,70.02
516,STU0516,ME401,6,5,72.83
517,STU0700,ME401,6,5,72.40
518,STU0612,ME401,6,5,71.07
519,STU0004,ME401,6,5,76.44
520,STU0828,ME401,6,5,78.28
521,STU0228,ME401,6,5,63.68
522,STU0484,ME401,6,5,75.78
523,STU0412,ME401,6,5,80.27
524,STU0524,ME401,6,5,79.90
525,STU0220,ME401,6,5,83.27
526,STU0644,ME401,6,5,74.52
527,STU0604,ME401,6,5,81.88
528,STU0092,ME401,6,5,69.58
529,STU0692,ME401,6,5,76.26
530,STU0676,ME401,6,5,74.54
531,STU0116,ME401,6,5,63.49
532,STU0532,ME401,6,5,68.59
533,STU0156,ME401,6,5,65.21
534,STU0836,ME401,6,5,74.06
535,STU0028,ME401,6,5,66.59
536,STU0596,ME401,6,5,71.69
537,STU0124,ME401,6,5,62.38
538,STU0212,ME401,6,5,78.33
539,STU0476,ME401,6,5,60.53
540,STU0540,ME401,6,5,79.26
541,STU0068,ME401,6,5,61.77
542,STU0884,ME401,6,5,70.88
543,STU0844,ME401,6,5,70.20
544,STU0388,ME401,6,5,58.61
545,STU0428,ME401,6,5,67.97
546,STU0204,ME401,6,5,74.01
547,STU0140,ME401,6,5,66.94
548,STU0548,ME401,6,5,64.43
549,STU0852,ME401,6,5,68.96
550,STU0588,ME401,6,5,76.34
551,STU0100,ME401,6,5,67.98
552,STU0196,ME401,6,5,71.25
553,STU0708,ME401,6,5,82.30
554,STU0500,ME401,6,5,60.78
555,STU0020,ME401,6,5,81.29
556,STU0556,ME401,6,5,64.85
557,STU0948,ME401,6,5,68.57
558,STU0924,ME401,6,5,74.36
559,STU0580,ME401,6,5,78.93
560,STU0900,ME401,6,5,64.21
561,STU0188,ME401,6,5,61.77
562,STU0764,ME401,6,5,76.09
563,STU0660,ME401,6,5,78.17
564,STU0308,ME401,6,5,65.05
565,STU0860,ME401,6,5,69.87
566,STU0316,ME401,6,5,66.49
567,STU0148,ME401,6,5,67.81
568,STU0564,ME401,6,5,82.60
569,STU0452,ME401,6,5,81.36
570,STU0772,ME401,6,5,59.01
571,STU0300,ME401,6,5,71.54
572,STU0780,ME401,6,5,72.48
573,STU0908,ME401,6,5,63.66
574,STU0324,ME401,6,5,59.09
575,STU0972,ME401,6,5,73.55
576,STU0756,ME401,6,5,76.71
577,STU0684,ME401,6,5,74.74
578,STU0292,ME401,6,5,79.71
579,STU0996,ME401,6,5,71.43
580,STU0284,ME401,6,5,58.45
581,STU0980,ME401,6,5,71.42
582,STU0332,ME401,6,5,70.33
583,STU0572,ME401,6,5,73.59
584,STU0180,ME401,6,5,78.78
585,STU0748,ME401,6,5,76.47
586,STU0868,ME401,6,5,61.58
587,STU0460,ME401,6,5,81.00
588,STU0788,ME401,6,5,67.95
589,STU0892,ME401,6,5,76.07
590,STU0340,ME401,6,5,61.15
591,STU0044,ME401,6,5,61.26
592,STU0036,ME401,6,5,75.59
593,STU0420,ME401,6,5,68.70
594,STU0740,ME401,6,5,67.00
595,STU0628,ME401,6,5,72.12
596,STU0276,ME401,6,5,71.35
597,STU0172,ME401,6,5,67.61
598,STU0348,ME401,6,5,75.10
599,STU0108,ME401,6,5,75.50
600,STU0076,ME401,6,5,82.64
601,STU0796,ME401,6,5,74.21
602,STU0652,ME401,6,5,59.50
603,STU0988,ME401,6,5,62.20
604,STU0444,ME401,6,5,60.16
605,STU0396,ME401,6,5,59.14
606,STU0356,ME401,6,5,70.62
607,STU0492,ME401,6,5,82.95
608,STU0732,ME401,6,5,83.10
609,STU0940,ME401,6,5,65.00
610,STU0268,ME401,6,5,78.07
611,STU0804,ME401,6,5,76.64
612,STU0260,ME401,6,5,77.96
613,STU0404,ME401,6,5,69.69
614,STU0364,ME401,6,5,64.78
615,STU0964,ME401,6,5,76.96
616,STU0916,ME401,6,5,65.15
617,STU0724,ME401,6,5,62.87
618,STU0876,ME401,6,5,67.56
619,STU0468,ME401,6,5,58.56
620,STU0636,ME401,6,5,70.65
621,STU0132,ME401,6,5,62.15
622,STU0372,ME401,6,5,76.88
623,STU0084,ME401,6,5,61.69
624,STU0668,ME401,6,5,77.18
625,STU0060,ME401,6,5,66.78
626,STU0501,CE101,6,5,82.81
627,STU0005,CE101,6,5,72.77
628,STU0013,CE101,6,5,60.81
629,STU0021,CE101,6,5,70.80
630,STU0029,CE101,6,5,64.54
631,STU0037,CE101,6,5,82.17
632,STU0045,CE101,6,5,69.03
633,STU0053,CE101,6,5,63.49
634,STU0061,CE101,6,5,75.89
635,STU0069,CE101,6,5,81.84
636,STU0077,CE101,6,5,63.12
637,STU0085,CE101,6,5,75.76
638,STU0093,CE101,6,5,60.07
639,STU0101,CE101,6,5,71.68
640,STU0109,CE101,6,5,70.52
641,STU0117,CE101,6,5,66.52
642,STU0125,CE101,6,5,77.99
643,STU0133,CE101,6,5,76.51
644,STU0141,CE101,6,5,63.18
645,STU0149,CE101,6,5,77.83
646,STU0157,CE101,6,5,69.22
647,STU0165,CE101,6,5,75.88
648,STU0173,CE101,6,5,61.80
649,STU0181,CE101,6,5,76.71
650,STU0189,CE101,6,5,74.63
651,STU0197,CE101,6,5,78.85
652,STU0205,CE101,6,5,65.33
653,STU0213,CE101,6,5,65.54
654,STU0221,CE101,6,5,69.78
655,STU0229,CE101,6,5,79.78
656,STU0237,CE101,6,5,77.34
657,STU0245,CE101,6,5,76.28
658,STU0253,CE101,6,5,61.75
659,STU0261,CE101,6,5,80.59
660,STU0269,CE101,6,5,81.82
661,STU0277,CE101,6,5,74.57
662,STU0285,CE101,6,5,60.53
663,STU0293,CE101,6,5,64.79
664,STU0301,CE101,6,5,60.40
665,STU0309,CE101,6,5,58.76
666,STU0317,CE101,6,5,65.60
667,STU0325,CE101,6,5,73.65
668,STU0333,CE101,6,5,75.28
669,STU0341,CE101,6,5,67.54
670,STU0349,CE101,6,5,68.34
671,STU0357,CE101,6,5,64.78
672,STU0365,CE101,6,5,63.58
673,STU0373,CE101,6,5,70.68
674,STU0381,CE101,6,5,73.80
675,STU0389,CE101,6,5,67.35
676,STU0397,CE101,6,5,72.22
677,STU0405,CE101,6,5,61.47
678,STU0413,CE101,6,5,62.85
679,STU0421,CE101,6,5,79.21
680,STU0429,CE101,6,5,60.10
681,STU0437,CE101,6,5,68.28
682,STU0445,CE101,6,5,68.78
683,STU0453,CE101,6,5,80.82
684,STU0461,CE101,6,5,80.04
685,STU0469,CE101,6,5,81.68
686,STU0477,CE101,6,5,82.64
687,STU0485,CE101,6,5,72.99
688,STU0493,CE101,6,5,82.68
689,STU0509,CE101,6,5,78.88
690,STU0517,CE101,6,5,64.09
691,STU0525,CE101,6,5,64.35
692,STU0533,CE101,6,5,69.32
693,STU0541,CE101,6,5,79.91
694,STU0549,CE101,6,5,69.36
695,STU0557,CE101,6,5,81.33
696,STU0565,CE101,6,5,65.02
697,STU0573,CE101,6,5,64.84
698,STU0581,CE101,6,5,66.94
699,STU0589,CE101,6,5,67.20
700,STU0597,CE101,6,5,67.43
701,STU0605,CE101,6,5,68.81
702,STU0613,CE101,6,5,75.27
703,STU0621,CE101,6,5,60.20
704,STU0629,CE101,6,5,76.80
705,STU0637,CE101,6,5,73.78
706,STU0645,CE101,6,5,77.34
707,STU0653,CE101,6,5,67.71
708,STU0661,CE101,6,5,79.60
709,STU0669,CE101,6,5,77.62
710,STU0677,CE101,6,5,81.03
711,STU0685,CE101,6,5,80.43
712,STU0693,CE101,6,5,73.12
713,STU0701,CE101,6,5,70.89
714,STU0709,CE101,6,5,61.18
715,STU0717,CE101,6,5,59.68
716,STU0725,CE101,6,5,58.47
717,STU0733,CE101,6,5,73.06
718,STU0741,CE101,6,5,82.82
719,STU0749,CE101,6,5,81.09
720,STU0757,CE101,6,5,81.50
721,STU0765,CE101,6,5,77.54
722,STU0773,CE101,6,5,58.95
723,STU0781,CE101,6,5,65.27
724,STU0789,CE101,6,5,62.62
725,STU0797,CE101,6,5,78.63
726,STU0805,CE101,6,5,74.77
727,STU0813,CE101,6,5,68.15
728,STU0821,CE101,6,5,64.00
729,STU0829,CE101,6,5,76.74
730,STU0837,CE101,6,5,66.44
731,STU0845,CE101,6,5,65.17
732,STU0853,CE101,6,5,81.07
733,STU0861,CE101,6,5,73.57
